campaign_id,campaign_type,channel,region,impressions,clicks,conversions,revenue_generated,campaign_cost,customer_acquisition_cost,date
CAMP-00254,Social Media,Instagram,Middle East & Africa,41675,593,9,713.19,1186.8,131.87,2023-07-30
CAMP-00255,SEO/Content,Blog,Middle East & Africa,47216,6032,384,32358.76,1445.56,3.76,2023-08-10
CAMP-00256,Social Media,LinkedIn,Europe,3197,50,0,0.0,1209.51,1209.51,2024-09-02
CAMP-00257,Social Media,Instagram,Middle East & Africa,16055,282,1,83.42,6636.84,6636.84,2023-09-14
CAMP-00258,Email,HubSpot,North America,12479,1114,75,13169.58,1296.5,17.29,2023-05-15
CAMP-00259,Social Media,LinkedIn,North America,150112,9021,655,93043.92,7454.28,11.38,2023-06-28
CAMP-00260,Social Media,Twitter,Middle East & Africa,30336,962,22,2537.62,3660.72,166.4,2023-04-27
CAMP-00261,Influencer,YouTube Influencer,Asia Pacific,17881,261,11,2344.74,13114.23,1192.2,2024-06-09
CAMP-00262,Influencer,TikTok Influencer,Europe,19526,221,2,527.37,3551.29,1775.64,2024-09-21
CAMP-00263,Affiliate,Rakuten,Asia Pacific,13036,1579,165,18593.03,4588.71,27.81,2024-04-14
CAMP-00264,Email,Mailchimp,Latin America,10853,1446,133,12502.21,1396.85,10.5,2024-02-16
CAMP-00265,Email,SendGrid,Latin America,53903,10645,969,96833.05,2098.99,2.17,2023-03-17
CAMP-00266,Paid Ads,Meta Ads,North America,3338,287,31,3793.49,7959.73,256.77,2023-05-10
CAMP-00267,Affiliate,Rakuten,Middle East & Africa,169643,15375,1082,130098.34,4071.22,3.76,2024-12-30
CAMP-00268,SEO/Content,Content Hub,Asia Pacific,15906,1693,80,11873.29,4938.92,61.74,2024-04-09
CAMP-00269,Influencer,Instagram Influencer,North America,54204,5420,210,66654.45,28541.6,135.91,2024-11-01
CAMP-00270,SEO/Content,Content Hub,Europe,539790,101936,7297,1147382.22,6213.92,0.85,2024-03-16
CAMP-00271,Social Media,Twitter,Asia Pacific,11698,607,24,4440.21,8626.51,359.44,2024-04-09
CAMP-00272,Affiliate,CJ Affiliate,Asia Pacific,88980,7983,881,186687.09,2099.3,2.38,2024-03-13
CAMP-00273,Paid Ads,Bing Ads,Europe,99332,8577,814,156767.04,16229.01,19.94,2024-12-04
CAMP-00274,Email,Mailchimp,North America,33506,16092,5958,1366413.55,5907.57,0.99,2023-04-06
CAMP-00275,Affiliate,Rakuten,Asia Pacific,33812,2109,180,44118.72,3758.21,20.88,2023-05-14
CAMP-00276,SEO/Content,Content Hub,Middle East & Africa,42087,5966,381,39671.1,3255.55,8.54,2023-12-04
CAMP-00277,Influencer,YouTube Influencer,Latin America,76012,2322,90,16748.91,11258.27,125.09,2023-02-22
CAMP-00278,SEO/Content,Organic Search,Asia Pacific,10380,1005,37,3996.93,1577.8,42.64,2023-04-17
CAMP-00279,Social Media,Instagram,Latin America,47641,1498,56,4950.51,3921.24,70.02,2023-08-18
CAMP-00280,Paid Ads,Bing Ads,North America,51211,10206,2441,912015.55,19064.22,7.81,2023-10-13
CAMP-00281,Influencer,TikTok Influencer,Middle East & Africa,23528,679,19,1607.95,14334.71,754.46,2024-09-20
CAMP-00282,SEO/Content,Blog,Middle East & Africa,29407,3299,167,18383.47,2364.72,14.16,2024-11-04
CAMP-00283,Paid Ads,Google Ads,Europe,16574,1843,351,66594.89,12806.8,36.49,2023-10-07
CAMP-00284,Paid Ads,Bing Ads,Asia Pacific,42581,3823,400,95938.73,16244.91,40.61,2023-01-07
CAMP-00285,Social Media,Twitter,North America,42911,2956,332,58420.43,6490.78,19.55,2023-05-26
CAMP-00286,Email,Mailchimp,Middle East & Africa,25265,1482,170,15902.84,1788.61,10.52,2023-08-09
CAMP-00287,Influencer,YouTube Influencer,Europe,50384,4367,180,44679.75,17576.57,97.65,2024-01-14
CAMP-00288,Paid Ads,Google Ads,North America,91505,8110,1490,385815.73,22961.56,15.41,2023-06-09
CAMP-00289,SEO/Content,Blog,North America,224304,44553,4528,937251.54,5161.08,1.14,2023-10-06
CAMP-00290,Influencer,YouTube Influencer,Middle East & Africa,7893,256,5,742.55,19174.84,3834.97,2024-03-28
CAMP-00291,Social Media,Facebook,Asia Pacific,10814,150,3,290.37,2337.51,779.17,2024-03-16
CAMP-00292,Affiliate,Rakuten,Middle East & Africa,40466,3191,309,12622.09,2873.74,9.3,2024-05-13
CAMP-00293,Paid Ads,Google Ads,Europe,7725,655,76,18567.28,14197.91,186.81,2024-02-09
CAMP-00294,Email,Mailchimp,Europe,208619,125171,36846,7433089.68,2501.13,0.07,2023-11-05
CAMP-00295,Social Media,LinkedIn,Asia Pacific,6075,131,2,259.76,2450.01,1225.01,2023-12-02
CAMP-00296,Influencer,TikTok Influencer,Latin America,49864,860,12,1368.16,3419.23,284.94,2023-06-29
CAMP-00297,SEO/Content,Content Hub,Europe,32849,3999,236,26932.8,3634.13,15.4,2024-05-27
CAMP-00298,Affiliate,ShareASale,North America,54095,4495,205,51638.78,2009.52,9.8,2024-02-11
CAMP-00299,Email,SendGrid,North America,163866,24350,4667,1048358.62,4452.22,0.95,2024-04-15
CAMP-00300,Paid Ads,YouTube Ads,Middle East & Africa,12575,574,24,4202.93,7632.24,318.01,2024-02-19
CAMP-00301,Influencer,YouTube Influencer,North America,17863,435,4,571.18,4335.39,1083.85,2024-02-19
CAMP-00302,Paid Ads,Meta Ads,Middle East & Africa,38411,1137,91,11041.43,8820.98,96.93,2024-04-16
CAMP-00303,Paid Ads,Google Ads,Latin America,80399,6388,455,33847.19,10167.25,22.35,2023-04-19
CAMP-00304,SEO/Content,Organic Search,Middle East & Africa,10306,928,47,4258.36,2013.02,42.83,2023-03-22
CAMP-00305,Paid Ads,Bing Ads,Europe,77074,6183,1180,291181.87,17984.66,15.24,2023-12-08
CAMP-00306,Email,HubSpot,North America,66966,28989,5781,1145634.72,4070.68,0.7,2024-06-27
CAMP-00307,Paid Ads,Bing Ads,Europe,9899,195,4,979.48,1305.94,326.49,2023-08-30
CAMP-00308,Paid Ads,Meta Ads,Europe,37124,2953,174,57951.75,8429.69,48.45,2024-09-08
CAMP-00309,Affiliate,CJ Affiliate,Europe,69848,7694,1611,261090.7,5578.99,3.46,2024-10-05
CAMP-00310,SEO/Content,Content Hub,Latin America,24159,5844,491,58960.96,4905.91,9.99,2024-11-28
CAMP-00311,SEO/Content,Content Hub,Middle East & Africa,52366,7330,210,26733.87,1511.4,7.2,2023-11-27
CAMP-00312,Affiliate,ShareASale,Europe,39386,1166,45,7521.55,1318.26,29.29,2024-03-26
CAMP-00313,Influencer,TikTok Influencer,Asia Pacific,56287,3908,184,28465.25,12456.84,67.7,2023-10-09
CAMP-00314,Paid Ads,Google Ads,Asia Pacific,10927,646,49,7013.0,5657.31,115.46,2024-04-17
CAMP-00315,Email,SendGrid,Asia Pacific,44687,7320,973,138953.65,2350.08,2.42,2023-03-20
CAMP-00316,Email,HubSpot,Middle East & Africa,24892,3245,256,27037.24,1454.99,5.68,2024-06-03
CAMP-00317,SEO/Content,Content Hub,North America,174504,40900,3988,974035.62,4814.15,1.21,2024-04-05
CAMP-00318,SEO/Content,Content Hub,Europe,90270,24235,4067,434686.85,4896.97,1.2,2023-11-26
CAMP-00319,SEO/Content,Blog,North America,9996,559,18,4341.22,1129.69,62.76,2024-04-06
CAMP-00320,Paid Ads,Google Ads,Middle East & Africa,7759,156,3,396.6,3397.52,1132.51,2024-10-23
CAMP-00321,Social Media,Twitter,Latin America,23360,224,4,595.26,1638.96,409.74,2024-06-20
CAMP-00322,Social Media,LinkedIn,Asia Pacific,9552,168,4,349.08,2431.75,607.94,2023-10-17
CAMP-00323,Paid Ads,Google Ads,Asia Pacific,29188,3663,158,34780.7,11970.98,75.77,2023-03-09
CAMP-00324,SEO/Content,Content Hub,Latin America,34956,5097,320,38251.38,3193.52,9.98,2023-10-18
CAMP-00325,Affiliate,Rakuten,Europe,10926,491,19,5624.56,1274.09,67.06,2023-12-08
CAMP-00326,Affiliate,CJ Affiliate,Asia Pacific,64918,3079,161,25897.66,2943.92,18.29,2023-11-14
CAMP-00327,Affiliate,Rakuten,Latin America,145820,6264,218,31606.22,1133.46,5.2,2023-05-13
CAMP-00328,Email,SendGrid,Middle East & Africa,41266,7182,600,61603.12,1553.74,2.59,2024-01-21
CAMP-00329,Paid Ads,Meta Ads,Middle East & Africa,56474,3341,22,3533.83,7974.23,362.46,2023-04-06
CAMP-00330,Influencer,TikTok Influencer,Asia Pacific,23840,1713,78,11327.2,16082.89,206.19,2023-01-19
CAMP-00331,Social Media,Instagram,Asia Pacific,8206,181,7,1092.16,5032.06,718.87,2024-05-12
CAMP-00332,Social Media,Instagram,North America,84280,4180,362,79067.55,12052.2,33.29,2023-10-30
CAMP-00333,Email,HubSpot,Middle East & Africa,29058,3208,230,24675.3,801.39,3.48,2024-06-23
CAMP-00334,Paid Ads,Meta Ads,Middle East & Africa,11517,422,20,2213.23,6268.4,313.42,2024-01-21
CAMP-00335,Social Media,Instagram,Latin America,15877,234,3,342.45,3022.71,1007.57,2023-02-14
CAMP-00336,Affiliate,Rakuten,Europe,14277,794,41,11434.99,2181.22,53.2,2024-03-30
CAMP-00337,Affiliate,ShareASale,Europe,7508,918,59,13833.21,3560.77,60.35,2024-06-30
CAMP-00338,Influencer,Instagram Influencer,Asia Pacific,19985,177,11,2871.25,34412.64,3128.42,2024-11-25
CAMP-00339,Influencer,YouTube Influencer,Asia Pacific,23211,1638,43,8661.75,17452.86,405.88,2024-01-27
CAMP-00340,Influencer,Instagram Influencer,Europe,146242,4342,65,14208.57,3324.5,51.15,2024-09-11
CAMP-00341,Paid Ads,Google Ads,Latin America,15140,590,32,4092.72,9275.46,289.86,2024-01-16
CAMP-00342,Email,HubSpot,Middle East & Africa,21628,2574,193,25143.59,1065.45,5.52,2023-05-08
CAMP-00343,Social Media,LinkedIn,Latin America,8328,58,0,0.0,2362.37,2362.37,2024-06-09
CAMP-00344,Influencer,Instagram Influencer,Europe,54669,5309,262,63266.6,19991.93,76.31,2024-04-06
CAMP-00345,Email,SendGrid,North America,31583,2584,412,130699.08,4251.43,10.32,2024-02-10
CAMP-00346,Social Media,Twitter,North America,157545,10440,892,137275.98,9348.7,10.48,2024-01-19
CAMP-00347,Paid Ads,Google Ads,Asia Pacific,38425,1189,37,7660.01,5720.7,154.61,2023-05-30
CAMP-00348,Paid Ads,YouTube Ads,Europe,5286,322,16,3533.76,10479.7,654.98,2024-12-23
CAMP-00349,SEO/Content,Blog,North America,133796,25401,2553,613625.73,3035.51,1.19,2023-01-20
CAMP-00350,Social Media,Twitter,North America,55976,4404,244,27158.17,13053.13,53.5,2023-10-23
CAMP-00351,Email,Mailchimp,Europe,23363,5029,1068,148584.55,4743.04,4.44,2024-03-05
CAMP-00352,SEO/Content,Organic Search,North America,67056,10046,1051,188871.08,4215.66,4.01,2023-04-24
CAMP-00353,Influencer,TikTok Influencer,Middle East & Africa,9873,438,8,905.14,6805.18,850.65,2023-01-17
CAMP-00354,SEO/Content,Blog,Europe,12322,1259,49,8582.47,1456.71,29.73,2023-10-26
CAMP-00355,SEO/Content,Organic Search,Europe,62230,6667,787,163284.22,5378.04,6.83,2024-08-07
CAMP-00356,Affiliate,Rakuten,North America,53213,9225,1566,389678.31,3821.69,2.44,2024-06-20
CAMP-00357,Email,HubSpot,Middle East & Africa,77152,6561,271,30473.56,1499.21,5.53,2024-06-03
CAMP-00358,SEO/Content,Content Hub,North America,59871,11365,1784,222559.34,4076.88,2.29,2024-02-04
CAMP-00359,Email,HubSpot,Latin America,6651,945,115,14565.66,1749.9,15.22,2024-01-18
CAMP-00360,Email,SendGrid,North America,25674,5802,729,225243.62,3243.0,4.45,2023-12-20
CAMP-00361,Affiliate,Rakuten,North America,41523,4480,564,214811.75,2089.26,3.7,2024-08-18
CAMP-00362,Paid Ads,Meta Ads,North America,17892,1793,247,92082.4,15800.54,63.97,2023-12-27
CAMP-00363,Affiliate,CJ Affiliate,Latin America,34329,2154,293,25760.11,2827.64,9.65,2024-12-13
CAMP-00364,Social Media,Instagram,North America,19245,382,8,1390.34,4762.5,595.31,2024-04-13
CAMP-00365,Social Media,Facebook,Europe,60896,686,15,2062.11,3702.8,246.85,2023-02-12
CAMP-00366,Paid Ads,YouTube Ads,Middle East & Africa,20830,1061,22,3179.99,3811.25,173.24,2024-04-29
CAMP-00367,Affiliate,CJ Affiliate,Asia Pacific,36722,2953,337,92424.09,3004.14,8.91,2024-01-01
CAMP-00368,Email,HubSpot,Asia Pacific,5329,345,19,4220.03,1096.89,57.73,2023-10-07
CAMP-00369,Paid Ads,YouTube Ads,Latin America,25759,913,68,13362.95,7361.72,108.26,2024-03-26
CAMP-00370,Influencer,YouTube Influencer,Europe,43608,2207,83,27845.23,14380.79,173.26,2024-05-23
CAMP-00371,Paid Ads,Bing Ads,North America,6893,214,5,1252.3,5339.44,1067.89,2024-03-10
CAMP-00372,SEO/Content,Blog,Middle East & Africa,18261,979,82,6524.65,4023.04,49.06,2023-10-28
CAMP-00373,Email,SendGrid,Asia Pacific,44036,3662,318,51699.82,1017.18,3.2,2023-11-10
CAMP-00374,Affiliate,ShareASale,Europe,80774,10704,1615,557400.2,2181.48,1.35,2024-12-07
CAMP-00375,Influencer,Instagram Influencer,Asia Pacific,49894,2763,83,14233.64,25813.24,311.0,2024-09-21
CAMP-00376,Paid Ads,Google Ads,North America,199036,14709,2158,443217.79,21775.12,10.09,2024-11-18
CAMP-00377,Paid Ads,Meta Ads,North America,41192,1144,173,57374.79,21370.48,123.53,2023-05-27
CAMP-00378,Affiliate,ShareASale,North America,7062,389,24,3638.67,1606.6,66.94,2023-05-10
CAMP-00379,Affiliate,ShareASale,Asia Pacific,26760,2324,156,24503.36,2542.78,16.3,2024-01-28
CAMP-00380,Email,HubSpot,Europe,15864,4374,358,82691.72,2845.97,7.95,2024-11-26
CAMP-00381,Paid Ads,Bing Ads,Latin America,9245,439,12,1707.69,5981.6,498.47,2023-03-20
CAMP-00382,SEO/Content,Organic Search,Latin America,32315,4329,537,86290.1,5631.14,10.49,2023-11-18
CAMP-00383,Social Media,Facebook,North America,25256,1007,77,15479.86,12070.47,156.76,2023-07-10
CAMP-00384,Influencer,TikTok Influencer,North America,16490,1967,83,19508.47,25997.47,313.22,2023-09-26
CAMP-00385,Affiliate,ShareASale,Europe,720706,140459,21886,5731236.51,6681.22,0.31,2024-09-18
CAMP-00386,Influencer,Instagram Influencer,North America,182584,14004,769,233226.22,21552.33,28.03,2023-05-19
CAMP-00387,Influencer,Instagram Influencer,Latin America,20645,960,23,3573.8,18386.7,799.42,2023-03-31
CAMP-00388,Paid Ads,Bing Ads,North America,200849,23239,3638,790884.32,15366.36,4.22,2024-07-17
CAMP-00389,Paid Ads,Meta Ads,Europe,92495,8712,990,155424.54,13835.59,13.98,2024-01-06
CAMP-00390,Email,Mailchimp,Europe,77377,26331,4312,855283.59,2588.27,0.6,2023-08-31
CAMP-00391,Email,SendGrid,Middle East & Africa,35845,6378,454,22636.32,2248.35,4.95,2024-08-09
CAMP-00392,SEO/Content,Blog,Middle East & Africa,5610,313,6,728.63,1460.53,243.42,2023-03-30
CAMP-00393,Influencer,TikTok Influencer,Latin America,9979,669,23,2922.73,13678.11,594.7,2024-06-22
CAMP-00394,Influencer,TikTok Influencer,North America,36395,1090,18,2898.84,15423.57,856.87,2023-05-09
CAMP-00395,Affiliate,CJ Affiliate,Latin America,80374,4376,138,14623.55,2846.18,20.62,2024-04-22
CAMP-00396,Paid Ads,Meta Ads,Middle East & Africa,13504,652,38,6708.91,9926.2,261.22,2024-10-17
CAMP-00397,Social Media,Twitter,Middle East & Africa,6864,131,3,191.28,2491.16,830.39,2023-02-26
CAMP-00398,SEO/Content,Blog,Asia Pacific,34138,5053,305,41390.2,2825.45,9.26,2023-06-18
CAMP-00399,Affiliate,CJ Affiliate,Asia Pacific,91471,4490,356,42110.88,2834.33,7.96,2024-06-15
CAMP-00400,Email,SendGrid,Europe,12265,2102,189,39361.09,2638.71,13.96,2024-10-12
CAMP-00401,Paid Ads,Meta Ads,Asia Pacific,30856,1522,92,27011.31,12410.76,134.9,2024-09-21
CAMP-00402,SEO/Content,Content Hub,Europe,52376,7254,282,59791.39,4340.97,15.39,2024-08-29
CAMP-00403,Social Media,Instagram,Middle East & Africa,7523,169,3,286.74,3044.61,1014.87,2024-09-11
CAMP-00404,SEO/Content,Blog,North America,4828,365,15,2941.08,1516.7,101.11,2023-03-25
CAMP-00405,Affiliate,Rakuten,Asia Pacific,30440,1981,107,25907.45,1599.45,14.95,2024-10-28
CAMP-00406,SEO/Content,Organic Search,Middle East & Africa,6415,381,11,1115.48,1420.5,129.14,2024-10-16
CAMP-00407,Affiliate,Rakuten,Asia Pacific,61209,4629,208,56506.91,3939.69,18.94,2024-10-19
CAMP-00408,Influencer,Instagram Influencer,Latin America,38842,1218,32,4809.53,9163.06,286.35,2023-11-01
CAMP-00409,Affiliate,CJ Affiliate,Europe,20335,1434,104,23620.53,2444.8,23.51,2024-03-26
CAMP-00410,Influencer,Instagram Influencer,Asia Pacific,48894,992,17,3442.26,7483.05,440.18,2024-09-13
CAMP-00411,Affiliate,ShareASale,Asia Pacific,23461,957,21,4831.42,1445.06,68.81,2024-02-13
CAMP-00412,Paid Ads,Google Ads,Asia Pacific,27262,1913,117,30715.61,14936.58,127.66,2023-09-05
CAMP-00413,Paid Ads,YouTube Ads,Europe,3383,83,2,476.8,4846.02,2423.01,2023-05-25
CAMP-00414,Paid Ads,YouTube Ads,Middle East & Africa,27760,797,47,9716.86,4057.58,86.33,2024-03-04
CAMP-00415,Social Media,LinkedIn,Middle East & Africa,48601,1156,38,3212.26,1826.23,48.06,2023-11-17
CAMP-00416,Social Media,Twitter,Middle East & Africa,13756,308,14,806.59,5236.32,374.02,2024-04-23
CAMP-00417,Paid Ads,YouTube Ads,North America,38621,5084,670,228907.73,20599.86,30.75,2023-04-03
CAMP-00418,SEO/Content,Organic Search,Europe,22450,2291,139,42500.66,5542.45,39.87,2023-08-09
CAMP-00419,Email,Mailchimp,Asia Pacific,7514,1127,93,17133.37,1321.01,14.2,2024-05-21
CAMP-00420,Affiliate,Rakuten,Latin America,32008,2226,50,6927.74,1615.55,32.31,2023-10-20
CAMP-00421,Email,SendGrid,Europe,454243,127391,15901,3873947.5,3154.67,0.2,2023-09-28
CAMP-00422,Influencer,YouTube Influencer,North America,22823,856,8,2326.29,4468.36,558.54,2024-02-15
CAMP-00423,SEO/Content,Blog,Asia Pacific,17849,2400,179,32064.16,5229.65,29.22,2024-07-20
CAMP-00424,Influencer,TikTok Influencer,Latin America,18290,416,4,529.62,6998.29,1749.57,2024-07-17
CAMP-00425,SEO/Content,Content Hub,Middle East & Africa,28874,1428,53,6387.2,3658.64,69.03,2023-05-02
CAMP-00426,Email,SendGrid,Asia Pacific,5699,1382,130,16488.44,1966.44,15.13,2023-12-14
CAMP-00427,Paid Ads,Meta Ads,Europe,13661,450,19,3588.55,4617.76,243.04,2024-09-08
CAMP-00428,SEO/Content,Blog,North America,11984,353,6,937.31,1286.31,214.38,2023-02-09
CAMP-00429,Paid Ads,YouTube Ads,Middle East & Africa,12796,440,9,1148.95,5024.54,558.28,2024-04-12
CAMP-00430,SEO/Content,Blog,Asia Pacific,22225,7147,1106,170437.82,9102.45,8.23,2024-09-19
CAMP-00431,Influencer,TikTok Influencer,Asia Pacific,48772,2832,152,34859.85,12785.21,84.11,2024-08-30
CAMP-00432,SEO/Content,Content Hub,Latin America,18828,1309,62,9092.19,2104.81,33.95,2024-12-26
CAMP-00433,Influencer,Instagram Influencer,Asia Pacific,44031,3836,57,8703.81,19693.45,345.5,2023-12-06
CAMP-00434,Influencer,TikTok Influencer,Asia Pacific,37266,1486,107,16200.73,15650.72,146.27,2024-12-05
CAMP-00435,SEO/Content,Organic Search,Asia Pacific,30936,3750,100,17629.44,5460.06,54.6,2024-11-02
CAMP-00436,SEO/Content,Content Hub,Europe,18695,3370,344,69607.35,6142.58,17.86,2023-02-22
CAMP-00437,Social Media,Twitter,Europe,45274,2404,201,36405.82,9241.01,45.98,2024-11-28
CAMP-00438,SEO/Content,Content Hub,North America,40106,2413,51,14329.74,1728.6,33.89,2023-07-15
CAMP-00439,Paid Ads,YouTube Ads,Europe,24205,2062,206,54688.62,12834.19,62.3,2024-02-27
CAMP-00440,Influencer,TikTok Influencer,Middle East & Africa,80489,4801,231,20564.61,16844.28,72.92,2024-04-27
CAMP-00441,Affiliate,Rakuten,North America,15504,587,24,4767.18,1243.66,51.82,2024-12-23
CAMP-00442,Social Media,LinkedIn,Latin America,7492,191,7,530.32,5917.81,845.4,2024-06-22
CAMP-00443,Social Media,Twitter,Middle East & Africa,72851,2057,113,6900.84,7132.95,63.12,2023-12-17
CAMP-00444,Affiliate,Rakuten,Asia Pacific,53066,3224,221,48005.41,2149.15,9.72,2024-09-16
CAMP-00445,Social Media,LinkedIn,Middle East & Africa,10587,462,12,1147.18,6615.53,551.29,2023-11-02
CAMP-00446,Paid Ads,Bing Ads,Europe,68316,6958,619,117120.32,5827.23,9.41,2024-12-07
CAMP-00447,Paid Ads,YouTube Ads,Asia Pacific,10163,818,66,15981.61,10679.88,161.82,2024-07-27
CAMP-00448,Affiliate,ShareASale,Asia Pacific,53862,4895,442,93338.42,1425.34,3.22,2023-05-05
CAMP-00449,SEO/Content,Organic Search,Latin America,64147,7236,580,64321.65,4154.02,7.16,2023-12-20
CAMP-00450,Social Media,LinkedIn,North America,160752,11995,512,107675.74,12608.3,24.63,2023-10-22
CAMP-00451,Email,SendGrid,Latin America,86749,30544,4781,639952.25,3146.16,0.66,2024-11-02
CAMP-00452,Influencer,Instagram Influencer,Europe,42193,2581,172,30097.66,26621.48,154.78,2024-07-05
CAMP-00453,SEO/Content,Content Hub,Asia Pacific,4667,306,3,499.55,1993.21,664.4,2023-05-21
CAMP-00454,Affiliate,Rakuten,Europe,11953,565,14,2377.87,1378.25,98.45,2023-09-06
CAMP-00455,SEO/Content,Blog,Europe,19002,1938,113,16196.37,1783.07,15.78,2023-02-23
CAMP-00456,Paid Ads,YouTube Ads,North America,308977,63852,9348,4183536.78,22296.04,2.39,2024-11-28
CAMP-00457,Email,HubSpot,Europe,48130,15647,2377,519459.7,2754.99,1.16,2024-02-21
CAMP-00458,Influencer,YouTube Influencer,Europe,63110,1015,41,9564.18,11648.0,284.1,2023-10-22
CAMP-00459,Affiliate,CJ Affiliate,North America,43957,9566,2007,484106.0,4355.35,2.17,2024-10-29
CAMP-00460,SEO/Content,Content Hub,North America,32285,6540,515,76842.12,6057.34,11.76,2023-06-29
CAMP-00461,Social Media,Facebook,Latin America,15460,635,20,2084.05,6461.14,323.06,2024-05-22
CAMP-00462,Affiliate,ShareASale,North America,67354,7337,890,230465.58,3201.14,3.6,2023-01-10
CAMP-00463,SEO/Content,Blog,Asia Pacific,9050,995,62,8356.21,3191.61,51.48,2023-10-19
CAMP-00464,Affiliate,Rakuten,Middle East & Africa,31481,2347,111,9779.01,1299.4,11.71,2024-05-20
CAMP-00465,Social Media,Twitter,Asia Pacific,21659,526,12,1339.59,5333.75,444.48,2023-07-17
CAMP-00466,Paid Ads,Meta Ads,Latin America,18696,1053,55,8785.4,7193.47,130.79,2024-10-25
CAMP-00467,Social Media,Facebook,Asia Pacific,8953,328,18,2372.23,11905.64,661.42,2023-10-30
CAMP-00468,Social Media,Instagram,Middle East & Africa,10612,269,4,329.23,3132.2,783.05,2024-10-16
CAMP-00469,Influencer,TikTok Influencer,Asia Pacific,28463,2004,78,20143.37,17589.05,225.5,2023-03-30
CAMP-00470,Email,Mailchimp,Europe,111724,45125,9646,2097937.15,1623.32,0.17,2024-05-03
CAMP-00471,Social Media,Facebook,Asia Pacific,59784,1972,47,5844.42,8097.8,172.29,2024-01-28
CAMP-00472,Paid Ads,Bing Ads,Asia Pacific,40797,4952,468,55609.93,10237.64,21.88,2024-08-19
CAMP-00473,Email,SendGrid,Asia Pacific,47459,15748,2798,669050.85,5810.03,2.08,2024-12-10
CAMP-00474,Affiliate,CJ Affiliate,Latin America,45239,6967,537,108085.93,2941.22,5.48,2023-11-11
CAMP-00475,Affiliate,Rakuten,Asia Pacific,5569,169,4,641.11,989.73,247.43,2024-12-07
